,input.z_score_threshold,input.selector_n_params,input.model,input.n_splits,input.num_outliers,input.selector,output.best_params_,output.regressor__max_depth,output.regressor__min_samples_split,output.regressor__min_samples_leaf,output.explained_variance_score,output.max_error,output.mean_absolute_error,output.mean_squared_error,output.median_absolute_error,output.r2_score
301,1.2222222222222223,11,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 7, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",7,10,2,-0.4094176115916963,10543.521914207018,1537.1165636940527,7915615.853465341,325.5626434699083,-0.414632520400819
302,1.2222222222222223,11,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
303,1.2222222222222223,11,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
304,1.2222222222222223,11,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",4,5,2,-0.22757000087143653,10377.978530339897,1371.1356559262874,6871633.786593887,299.7962182238698,-0.22805815779262373
305,1.2222222222222223,11,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 5, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",5,10,2,-0.41276586745941524,10609.615959335597,1559.1259691177627,7947523.921954211,515.8943715328123,-0.42033494358344115
306,1.2222222222222223,11,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
307,1.2222222222222223,11,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
308,1.2222222222222223,11,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",4,5,2,-0.22757000087143653,10377.978530339897,1371.1356559262874,6871633.786593887,299.7962182238698,-0.22805815779262373
309,1.2222222222222223,11,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
310,1.2222222222222223,11,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
311,1.2222222222222223,11,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 4}",3,4,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
312,1.2222222222222223,12,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",3,10,2,-0.3578010549229411,10317.70806187246,1565.2869687107031,7671180.746517361,360.06668669130744,-0.37094850922373723
313,1.2222222222222223,12,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
314,1.2222222222222223,12,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
315,1.2222222222222223,12,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
316,1.2222222222222223,12,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",4,10,2,-0.36561384951483733,10377.978530339897,1517.8859847814745,7680937.097753343,299.7962182238698,-0.37269210719442847
317,1.2222222222222223,12,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
318,1.2222222222222223,12,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
319,1.2222222222222223,12,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 3}",3,3,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
320,1.2222222222222223,12,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",4,10,2,-0.36561384951483733,10377.978530339897,1517.8859847814745,7680937.097753343,299.7962182238698,-0.37269210719442847
321,1.2222222222222223,12,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
322,1.2222222222222223,12,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
323,1.2222222222222223,12,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
324,1.2222222222222223,13,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",4,2,2,-0.20383617946533494,10377.978530339897,1283.6003111397836,6737531.837494921,298.5404002144933,-0.20409224259962166
325,1.2222222222222223,13,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
326,1.2222222222222223,13,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
327,1.2222222222222223,13,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
328,1.2222222222222223,13,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",4,5,2,-0.22757000087143653,10377.978530339897,1371.1356559262874,6871633.786593887,299.7962182238698,-0.22805815779262373
329,1.2222222222222223,13,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
330,1.2222222222222223,13,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
331,1.2222222222222223,13,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
332,1.2222222222222223,13,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",3,5,2,-0.22354524911069906,10317.70806187246,1418.5366398555157,6861877.435357905,360.06668669130744,-0.2263145598219325
333,1.2222222222222223,13,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
334,1.2222222222222223,13,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
335,1.2222222222222223,13,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
336,1.2222222222222223,14,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",4,10,2,-0.36561384951483733,10377.978530339897,1517.8859847814745,7680937.097753343,299.7962182238698,-0.37269210719442847
337,1.2222222222222223,14,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
338,1.2222222222222223,14,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
339,1.2222222222222223,14,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
340,1.2222222222222223,14,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",4,3,2,-0.20383617946533494,10377.978530339897,1283.6003111397836,6737531.837494921,298.5404002144933,-0.20409224259962166
341,1.2222222222222223,14,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
342,1.2222222222222223,14,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
343,1.2222222222222223,14,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
344,1.2222222222222223,14,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",4,10,2,-0.36561384951483733,10377.978530339897,1517.8859847814745,7680937.097753343,299.7962182238698,-0.37269210719442847
345,1.2222222222222223,14,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
346,1.2222222222222223,14,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
347,1.2222222222222223,14,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
348,1.2222222222222223,15,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",4,5,2,-0.22757000087143653,10377.978530339897,1371.1356559262874,6871633.786593887,299.7962182238698,-0.22805815779262373
349,1.2222222222222223,15,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
350,1.2222222222222223,15,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
351,1.2222222222222223,15,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
352,1.2222222222222223,15,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",4,2,2,-0.20383617946533494,10377.978530339897,1283.6003111397836,6737531.837494921,298.5404002144933,-0.20409224259962166
353,1.2222222222222223,15,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
354,1.2222222222222223,15,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
355,1.2222222222222223,15,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",3,5,2,-0.22354524911069906,10317.70806187246,1418.5366398555157,6861877.435357905,360.06668669130744,-0.2263145598219325
356,1.2222222222222223,15,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",4,5,2,-0.22757000087143653,10377.978530339897,1371.1356559262874,6871633.786593887,299.7962182238698,-0.22805815779262373
357,1.2222222222222223,15,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 5, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",5,10,2,-0.41276586745941524,10609.615959335597,1559.1259691177627,7947523.921954211,515.8943715328123,-0.42033494358344115
358,1.2222222222222223,15,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
359,1.2222222222222223,15,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
360,1.2222222222222223,16,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",3,10,2,-0.3578010549229411,10317.70806187246,1565.2869687107031,7671180.746517361,360.06668669130744,-0.37094850922373723
361,1.2222222222222223,16,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
362,1.2222222222222223,16,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
363,1.2222222222222223,16,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
364,1.2222222222222223,16,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",3,5,2,-0.22354524911069906,10317.70806187246,1418.5366398555157,6861877.435357905,360.06668669130744,-0.2263145598219325
365,1.2222222222222223,16,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
366,1.2222222222222223,16,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
367,1.2222222222222223,16,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
368,1.2222222222222223,16,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 4}",3,4,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
369,1.2222222222222223,16,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",3,2,3,0.005550497474515637,10377.978530339897,1064.7156032045632,5836832.576804678,299.7962182238698,-0.043124544209409255
370,1.2222222222222223,16,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
371,1.2222222222222223,16,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
372,1.2222222222222223,17,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 4, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",4,5,2,-0.22757000087143653,10377.978530339897,1371.1356559262874,6871633.786593887,299.7962182238698,-0.22805815779262373
373,1.2222222222222223,17,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 5, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",5,2,4,-0.2695691144571417,10625.256190952328,1466.4461359931768,7104832.294106938,364.81155601831585,-0.26973402970756455
374,1.2222222222222223,17,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
375,1.2222222222222223,17,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 4}",3,4,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
376,1.2222222222222223,17,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",3,5,2,-0.22354524911069906,10317.70806187246,1418.5366398555157,6861877.435357905,360.06668669130744,-0.2263145598219325
377,1.2222222222222223,17,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 5, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",5,2,4,-0.2695691144571417,10625.256190952328,1466.4461359931768,7104832.294106938,364.81155601831585,-0.26973402970756455
378,1.2222222222222223,17,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
379,1.2222222222222223,17,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
380,1.2222222222222223,17,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 6, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",6,10,2,-0.41272408898853774,10625.256190952328,1515.6378830809801,7922232.413147696,372.4236543893814,-0.41581499320812876
381,1.2222222222222223,17,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 5, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",5,2,4,-0.2695691144571417,10625.256190952328,1466.4461359931768,7104832.294106938,364.81155601831585,-0.26973402970756455
382,1.2222222222222223,17,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
383,1.2222222222222223,17,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
384,1.2222222222222223,18,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5}",3,5,2,-0.22354524911069906,10317.70806187246,1418.5366398555157,6861877.435357905,360.06668669130744,-0.2263145598219325
385,1.2222222222222223,18,DecisionTreeRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 3}",3,3,1,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
386,1.2222222222222223,18,DecisionTreeRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
387,1.2222222222222223,18,DecisionTreeRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 3}",3,3,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
388,1.2222222222222223,18,RandomForestRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 3}",3,3,2,-0.2485547337465952,10317.70806187246,1420.4424550571628,7001818.706476717,359.6222007885212,-0.2513240444578291
389,1.2222222222222223,18,RandomForestRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2}",3,2,1,-1.2211872541395037,10507.14839887619,1643.7135246855137,12429896.442668378,357.5168536319965,-1.2213983167608164
390,1.2222222222222223,18,RandomForestRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
391,1.2222222222222223,18,RandomForestRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 3}",3,3,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
392,1.2222222222222223,18,GradientBoostingRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",3,10,2,-0.3578010549229411,10317.70806187246,1565.2869687107031,7671180.746517361,360.06668669130744,-0.37094850922373723
393,1.2222222222222223,18,GradientBoostingRegressor,3,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5}",3,5,1,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
394,1.2222222222222223,18,GradientBoostingRegressor,4,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2}",3,2,2,-0.2021375820076179,10317.70806187246,1331.001295069012,6727775.486258938,358.8108686819309,-0.20234864462893043
395,1.2222222222222223,18,GradientBoostingRegressor,5,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2}",3,2,4,-0.18751285792233796,10377.978530339897,1259.3906379215805,6751826.913082952,299.7962182238698,-0.20664697481285343
396,1.2222222222222223,19,DecisionTreeRegressor,2,80,SelectKBest,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 10}",3,10,2,-0.3578010549229411,10317.70806187246,1565.2869687107031,7671180.746517361,360.06668669130744,-0.37094850922373723
